WDCAS03CD,WDCAS03NM
13UGHJ,Macclesfield Broken Cross
13UGHK,Macclesfield Central
13UGHL,Macclesfield East
13UGHM,Macclesfield Hurdsfield
13UGHN,Macclesfield Ivy
13UGHP,Macclesfield Ryles
13UGHQ,Macclesfield South
13UGHR,Macclesfield Tytherington
13UGHS,Macclesfield West
13UGHT,Mere
13UGHU,Mobberley
13UGHW,Morley & Styal
13UGHX,Plumley
13UGHY,Poynton Central
13UGHZ,Poynton East
13UGJA,Poynton West
13UGJB,Prestbury
13UGJC,Rainow
13UGJD,Sutton
13UHGP,Barnton
13UHGQ,Cogshall
13UHGR,Cuddington & Oakmere
13UHGS,Davenham & Moulton
13UHGT,Forest
13UHGU,Frodsham North
13UHGW,Frodsham South
13UHGX,Hartford & Whitegate
13UHGY,Helsby
13UHGZ,Kingsley
13UHHA,Leftwich & Kingsmead
13UHHB,Lostock & Wincham
13UHHC,Mara
13UHHD,Milton Weaver
13UHHE,Northwich Castle
13UHHF,Northwich Winnington
13UHHG,Northwich Witton
13UHHH,Rudheath & South Witton
13UHHJ,Seven Oaks & Marston
13UHHK,Shakerley
13UHHL,Tarporley & Oulton
13UHHM,Weaverham
13UHHN,Winsford Dene
13UHHP,Winsford Gravel
13UHHQ,Winsford Over
13UHHR,Winsford Swanlow
13UHHS,Winsford Verdin
13UHHT,Winsford Wharton
15UBGH,Callington
15UBGJ,Calstock
15UBGK,Deviock and Sheviock
15UBGL,Dobwalls and District
15UBGM,"Duloe, Lansallos and Pelynt"
15UBGN,Landrake and St Dominick
15UBGP,Lanteglos and St Veep
15UBGQ,Liskeard North
15UBGR,Liskeard South
15UBGS,Looe and St Martin
15UBGT,Lynher
15UBGU,Menheniot and St Ive
15UBGW,Millbrook
15UBGX,Rame Peninsula
15UBGY,St Cleer and St Neot
15UBGZ,St Germans
15UBHA,Saltash Burraton
15UBHB,Saltash Essa
15UBHC,Saltash Pill
15UBHD,Saltash St Stephens
15UBHE,Torpoint East
15UBHF,Torpoint West
15UCFX,Arwenack
15UCFY,Boscawen
15UCFZ,Boslowick
15UCGA,Carland
15UCGB,Feock and Kea
15UCGC,Kenwyn and Chacewater
15UCGD,Moresk
15UCGE,Mount Hawke
15UCGF,Mylor
15UCGG,Newlyn and Goonhavern
15UCGH,Penryn
15UCGJ,Penwerris
15UCGK,Perranporth
15UCGL,Probus
15UCGM,Roseland
15UCGN,St Agnes
15UCGP,Tregolls
15UCGQ,Trehaverne and Gloweth
15UCGR,Trescobeas
15UDFZ,Breage and Crowan
15UDGA,Camborne North
15UDGB,Camborne South
15UDGC,Camborne West
15UDGD,"Constantine, Gweek and Mawnan"
15UDGE,Grade-Ruan and Landewednack
15UDGF,Helston North
15UDGG,Helston South
15UDGH,Illogan North
15UDGJ,Illogan South
15UDGK,Mabe and Budock
15UDGL,Meneage
15UDGM,Mullion
15UDGN,Porthleven and Sithney
15UDGP,Redruth North
15UDGQ,Redruth South
15UDGR,"St Day, Lanner and Carharrack"
15UDGS,St Keverne
15UDGT,Stithians
15UDGU,Wendron
15UEGE,Allan
15UEGF,Altarnun
15UEGG,Blisland and St Breward
15UEGH,Bodmin St Mary's
15UEGJ,Bodmin St Petroc
15UEGK,Bude
15UEGL,Camelford
15UEGM,Camelot
15UEGN,Grenville
15UEGP,Lanivet
15UEGQ,Launceston
15UEGR,Marhamchurch
15UEGS,North Petherwin
15UEGT,Padstow and District
15UEGU,Poughill and Stratton
15UEGW,St Endellion and St Kew
15UEGX,St Minver
15UEGY,South Petherwin
15UEGZ,Stokeclimsland
15UEHA,Tremaine
15UEHB,Valency
15UEHC,Wadebridge
15UEHD,Week St Mary and Whitstone
15UFFS,Goldsithney
15UFFT,Gulval and Heamoor
15UFFU,"Gwinear, Gwithian and Hayle East"
15UFFW,Hayle North
15UFFX,Hayle South
15UFFY,Lelant and Carbis Bay
15UFFZ,Ludgvan and Towednack
15UFGA,Madron and Zennor
15UFGB,Marazion and Perranuthnoe
15UFGC,"Morvah, Pendeen and St Just"
15UFGD,Penzance Central
15UFGE,Penzance East
15UFGF,Penzance Promenade
15UFGG,Penzance South
15UFGH,St Buryan
15UFGJ,St Erth and St Hilary
15UFGK,St Ives North
15UFGL,St Ives South
15UGFU,Bethel
15UGFW,Crinnis
15UGFX,Edgcumbe North
15UGFY,Edgcumbe South
15UGFZ,Fowey and Tywardreath
15UGGA,Gannel
15UGGB,Gover
15UGGC,Lostwithiel
15UGGD,Mevagissey
15UGGE,Mount Charles
15UGGF,Poltair
15UGGG,Rialton
15UGGH,Rock
15UGGJ,St Blaise
15UGGK,St Columb
15UGGL,St Enoder
15UGGM,St Ewe
15UGGN,St Stephen
15UGGP,Treverbyn
15UHFB,St. Agnes
15UHFC,St. Martin's
15UHFD,St. Mary's
15UHFE,Tresco
16UBGM,All Saints
16UBGN,Aspatria
16UBGP,Boltons
16UBGQ,Broughton St Bridget's
16UBGR,Christchurch
16UBGS,Clifton
16UBGT,Crummock
16UBGU,Dalton
16UBGW,Derwent Valley
16UBGX,Ellen
16UBGY,Ellenborough
16UBGZ,Ewanrigg
16UBHA,Flimby
16UBHB,Harrington
16UBHC,Holme
16UBHD,Keswick
16UBHE,Marsh
16UBHF,Moorclose
16UBHG,Moss Bay
16UBHH,Netherhall
16UBHJ,St John's
16UBHK,St Michael's
16UBHL,Seaton
16UBHM,Silloth
16UBHN,Solway
16UBHP,Stainburn
16UBHQ,Wampool
16UBHR,Warnell
16UBHS,Waver
16UBHT,Wharrels
16UBHU,Wigton
16UCFP,Barrow Island
16UCFQ,Central
16UCFR,Dalton North
16UCFS,Dalton South
16UCFT,Hawcoat
16UCFU,Hindpool
16UCFW,Newbarns
16UCFX,Ormsgill
16UCFY,Parkside
16UCFZ,Risedale
16UCGA,Roosecote
16UCGB,Walney North
16UCGC,Walney South
16UDGA,Belah
16UDGB,Belle Vue
16UDGC,Botcherby
16UDGD,Brampton
16UDGE,Burgh
16UDGF,Castle
16UDGG,Currock
16UDGH,Dalston
16UDGJ,Denton Holme
16UDGK,Great Corby and Geltsdale
16UDGL,Harraby
16UDGM,Hayton
16UDGN,Irthing
16UDGP,Longtown & Rockcliffe
16UDGQ,Lyne
16UDGR,Morton
16UDGS,St Aidans
16UDGT,Stanwix Rural
16UDGU,Stanwix Urban
16UDGW,Upperby
16UDGX,Wetheral
16UDGY,Yewdale
16UEGD,Arlecdon
16UEGE,Beckermet
16UEGF,Bootle
16UEGG,Bransty
16UEGH,Cleator Moor North
16UEGJ,Cleator Moor South
16UEGK,Distington
16UEGL,Egremont North
16UEGM,Egremont South
16UEGN,Ennerdale
16UEGP,Frizington
16UEGQ,Gosforth
16UEGR,Harbour
16UEGS,Haverigg
16UEGT,Hensingham
16UEGU,Hillcrest
16UEGW,Holborn Hill
16UEGX,Kells
16UEGY,Millom Without
16UEGZ,Mirehouse
16UEHA,Moresby
16UEHB,Newtown
16UEHC,St Bees
16UEHD,Sandwith
16UEHE,Seascale
16UFGF,Alston Moor
16UFGG,Appleby (Appleby)
16UFGH,Appleby (Bongate)
16UFGJ,Askham
16UFGK,Brough
16UFGL,Crosby Ravensworth
16UFGM,Dacre
16UFGN,Eamont
16UFGP,Greystoke
16UFGQ,Hartside
16UFGR,Hesket
16UFGS,Kirkby Stephen
16UFGT,Kirkby Thore
16UFGU,Kirkoswald
16UFGW,Langwathby
16UFGX,Lazonby
16UFGY,Long Marton
16UFGZ,Morland
16UFHA,Orton with Tebay
16UFHB,Penrith Carleton
16UFHC,Penrith East
16UFHD,Penrith North
16UFHE,Penrith Pategill
16UFHF,Penrith South
16UFHG,Penrith West
16UFHH,Ravenstonedale
16UFHJ,Shap
16UFHK,Skelton
16UFHL,Ullswater
16UFHM,Warcop
16UGHB,Arnside & Beetham
16UGHC,Broughton
16UGHD,Burneside
16UGHE,Burton & Holme
16UGHF,Cartmel
16UGHG,Coniston
16UGHH,Crake Valley
16UGHJ,Crooklands
16UGHK,Grange
16UGHL,Hawkshead
16UGHM,Holker
16UGHN,Kendal Castle
16UGHP,Kendal Far Cross
16UGHQ,Kendal Fell
16UGHR,Kendal Glebelands
16UGHS,Kendal Heron Hill
16UGHT,Kendal Highgate
16UGHU,Kendal Kirkland
16UGHW,Kendal Mintsfeet
16UGHX,Kendal Nether
16UGHY,Kendal Oxenholme
16UGHZ,Kendal Parks
16UGJA,Kendal Stonecross
16UGJB,Kendal Strickland
16UGJC,Kendal Underley
16UGJD,Kirkby Lonsdale
16UGJE,Lakes Ambleside
16UGJF,Lakes Grasmere
16UGJG,Levens
16UGJH,Low Furness & Swarthmoor
16UGJJ,Lyth Valley
16UGJK,Milnthorpe
16UGJL,Natland
16UGJM,Sedbergh
16UGJN,Staveley-in-Cartmel
16UGJP,Staveley-in-Westmorland
16UGJQ,Ulverston Central
16UGJR,Ulverston East
16UGJS,Ulverston North
16UGJT,Ulverston South
16UGJU,Ulverston Town
16UGJW,Ulverston West
16UGJX,Whinfell
16UGJY,Windermere Applethwaite
16UGJZ,Windermere Bowness North
16UGKA,Windermere Bowness South
16UGKB,Windermere Town
17UBGC,Alfreton
17UBGD,Alport
17UBGE,Belper Central
17UBGF,Belper East
17UBGG,Belper North
17UBGH,Belper South
17UBGJ,Codnor and Waingroves
17UBGK,Crich
17UBGL,Duffield
17UBGM,Heage and Ambergate
17UBGN,Heanor and Loscoe
17UBGP,Heanor East
17UBGQ,Heanor West
17UBGR,Ironville and Riddings
17UBGS,"Kilburn, Denby and Holbrook"
17UBGT,Langley Mill and Aldercar
17UBGU,Ripley
17UBGW,Ripley and Marehay
17UBGX,"Shipley Park, Horsley and Horsley Woodhouse"
17UBGY,Somercotes
17UBGZ,South West Parishes
17UBHA,Swanwick
17UBHB,Wingfield
17UCGB,Barlborough
17UCGC,Blackwell
17UCGD,Bolsover North West
17UCGE,Bolsover South
17UCGF,Bolsover West
17UCGG,Clowne North
17UCGH,Clowne South
17UCGJ,Elmton-with-Creswell
17UCGK,Pinxton
17UCGL,Pleasley
17UCGM,Scarcliffe
17UCGN,Shirebrook East
17UCGP,Shirebrook Langwith
17UCGQ,Shirebrook North West
17UCGR,Shirebrook South East
17UCGS,Shirebrook South West
17UCGT,South Normanton East
17UCGU,South Normanton West
17UCGW,Tibshelf
17UCGX,Whitwell
17UDFX,Barrow Hill and New Whittington
17UDFY,Brimington North
17UDFZ,Brimington South
17UDGA,Brockwell
17UDGB,Dunston
17UDGC,Hasland
17UDGD,Hollingwood and Inkersall
17UDGE,Holmebrook
17UDGF,Linacre
17UDGG,Loundsley Green
17UDGH,Lowgates and Woodthorpe
17UDGJ,Middlecroft and Poolsbrook
17UDGK,Moor
17UDGL,Old Whittington
17UDGM,Rother
17UDGN,St Helen's
17UDGP,St Leonard's
17UDGQ,Walton
17UDGR,West
17UFGC,Ashbourne North
17UFGD,Ashbourne South
17UFGE,Bakewell
17UFGF,Bradwell
17UFGG,Brailsford
17UFGH,Calver
17UFGJ,Carsington Water
17UFGK,Chatsworth
17UFGL,Clifton and Bradley
17UFGM,Darley Dale
17UFGN,Dovedale and Parwich
17UFGP,Doveridge and Sudbury
17UFGQ,Hartington and Taddington
17UFGR,Hathersage and Eyam
17UFGS,Hulland
17UFGT,Lathkill and Bradford
17UFGU,Litton and Longstone
17UFGW,Masson
17UFGX,Matlock All Saints
17UFGY,Matlock St Giles
17UFGZ,Norbury
17UFHA,Stanton
17UFHB,Tideswell
17UFHC,Winster and South Darley
17UFHD,Wirksworth
17UGGC,Abbotsford
17UGGD,Breaston
17UGGE,Cotmanhay
17UGGF,Derby Road East
17UGGG,Derby Road West
17UGGH,Draycott
17UGGJ,Hallam Fields
17UGGK,Ilkeston Central
17UGGL,Ilkeston North
17UGGM,Kirk Hallam
17UGGN,Little Eaton and Breadsall
17UGGP,Little Hallam
17UGGQ,Long Eaton Central
17UGGR,Nottingham Road
17UGGS,Ockbrook And Borrowash
17UGGT,Old Park
17UGGU,Sandiacre North
17UGGW,Sandiacre South
17UGGX,Sawley
17UGGY,Stanley
17UGGZ,West Hallam and Dale Abbey
17UGHA,Wilsthorpe
17UHGC,Barms
17UHGD,Blackbrook
17UHGE,Burbage
17UHGF,Buxton Central
17UHGG,Chapel East
17UHGH,Chapel West
17UHGJ,Corbar
17UHGK,Cote Heath
17UHGL,Dinting
17UHGM,Gamesley
17UHGN,Hadfield North
17UHGP,Hadfield South
17UHGQ,Hayfield
17UHGR,Hope Valley
17UHGS,Howard Town
17UHGT,Limestone Peak
17UHGU,New Mills East
17UHGW,New Mills West
17UHGX,Old Glossop
17UHGY,Padfield
17UHGZ,St John's
17UHHA,Sett
17UHHB,Simmondley
17UHHC,Stone Bench
17UHHD,Temple
17UHHE,Tintwistle
17UHHF,Whaley Bridge
17UHHG,Whitfield
17UJGD,Ashover
17UJGE,Barlow and Holmesfield
17UJGF,Brampton and Walton
17UJGG,Clay Cross North
17UJGH,Clay Cross South
17UJGJ,Coal Aston
17UJGK,Dronfield North
17UJGL,Dronfield South
17UJGM,Dronfield Woodhouse
17UJGN,Eckington North
17UJGP,Eckington South
17UJGQ,Gosforth Valley
17UJGR,Grassmoor
17UJGS,Holmewood and Heath
17UJGT,Killamarsh East
17UJGU,Killamarsh West
17UJGW,North Wingfield Central
17UJGX,Pilsley and Morton
17UJGY,Renishaw
17UJGZ,Ridgeway and Marsh Lane
17UJHA,Shirland
17UJHB,Sutton
17UJHC,Tupton
17UJHD,Unstone
17UJHE,Wingerworth
17UKFW,Aston
17UKFX,Church Gresley
17UKFY,Etwall
17UKFZ,Hartshorne and Ticknall
17UKGA,Hatton
17UKGB,Hilton
17UKGC,Linton
17UKGD,Melbourne
17UKGE,Midway
17UKGF,Newhall and Stanton
17UKGG,North West
17UKGH,Repton
17UKGJ,Seales
17UKGK,Stenson
17UKGL,Swadlincote
17UKGM,Willington and Findern
17UKGN,Woodville
18UBGN,Axminster Rural
18UBGP,Axminster Town
18UBGQ,Beer and Branscombe
18UBGR,Broadclyst
18UBGS,Budleigh
18UBGT,Clyst Valley
18UBGU,Coly Valley
18UBGW,Dunkeswell
18UBGX,Exe Valley
18UBGY,Exmouth Brixington
18UBGZ,Exmouth Halsdon
18UBHA,Exmouth Littleham
18UBHB,Exmouth Town
18UBHC,Exmouth Withycombe Raleigh
18UBHD,Feniton and Buckerell
18UBHE,Honiton St Michael's
18UBHF,Honiton St Paul's
18UBHG,Newbridges
18UBHH,Newton Poppleford and Harpford
18UBHJ,Otterhead
18UBHK,Ottery St Mary Rural
18UBHL,Ottery St Mary Town
18UBHM,Raleigh
18UBHN,Seaton
18UBHP,Sidmouth Rural
18UBHQ,Sidmouth Sidford
18UBHR,Sidmouth Town
18UBHS,Tale Vale
18UBHT,Trinity
18UBHU,Whimple
18UBHW,Woodbury and Lympstone
18UBHX,Yarty
18UCFU,Alphington
18UCFW,Cowick
18UCFX,Duryard
18UCFY,Exwick
18UCFZ,Heavitree
18UCGA,Mincinglake
18UCGB,Newtown
18UCGC,Pennsylvania
18UCGD,Pinhoe
18UCGE,Polsloe
18UCGF,Priory
18UCGG,St David's
18UCGH,St James
18UCGJ,St Leonard's
18UCGK,St Loyes
18UCGL,St Thomas
18UCGM,Topsham
18UCGN,Whipton & Barton
18UDGF,Boniface
18UDGG,Bradninch
18UDGH,Cadbury
18UDGJ,Canonsleigh
18UDGK,Castle
18UDGL,Clare and Shuttern
18UDGM,Cranmore
18UDGN,Cullompton North
18UDGP,Cullompton Outer
18UDGQ,Cullompton South
18UDGR,Halberton
18UDGS,Lawrence
18UDGT,Lower Culm
18UDGU,Lowman
18UDGW,Newbrooke
18UDGX,Sandford and Creedy
18UDGY,Silverton
18UDGZ,Taw
18UDHA,Taw Vale
18UDHB,Upper Culm
18UDHC,Upper Yeo
18UDHD,Way
18UDHE,Westexe
18UDHF,Yeo
18UEGH,Bickington and Roundswell
18UEGJ,Bishop's Nympton
18UEGK,Bratton Fleming
18UEGL,Braunton East
18UEGM,Braunton West
18UEGN,Central Town
18UEGP,Chittlehampton
18UEGQ,Chulmleigh
18UEGR,Combe Martin
18UEGS,Forches and Whiddon Valley
18UEGT,Fremington
18UEGU,Georgeham and Mortehoe
18UEGW,Heanton Punchardon
18UEGX,Ilfracombe Central
18UEGY,Ilfracombe East
18UEGZ,Ilfracombe West
18UEHA,Instow
18UEHB,"Landkey, Swimbridge and Taw"
18UEHC,Longbridge
18UEHD,Lynton and Lynmouth
18UEHE,Marwood
18UEHF,Newport
18UEHG,North Molton
18UEHH,Pilton
18UEHJ,South Molton
18UEHK,Witheridge
18UEHL,Yeo Valley
18UGGM,Allington and Loddiswell
18UGGN,Avon and Harbourne
18UGGP,Bickleigh and Shaugh
18UGGQ,Charterlands
18UGGR,Cornwood and Sparkwell
18UGGS,Dartington
18UGGT,Dartmouth and Kingswear
18UGGU,Dartmouth Townstal
18UGGW,East Dart
18UGGX,Eastmoor
18UGGY,Erme Valley
18UGGZ,Ivybridge Central
18UGHA,Ivybridge Filham
18UGHB,Ivybridge Woodlands
18UGHC,Kingsbridge East
18UGHD,Kingsbridge North
18UGHE,Marldon
18UGHF,Newton and Noss
18UGHG,Salcombe and Malborough
18UGHH,Saltstone
18UGHJ,Skerries
18UGHK,South Brent
18UGHL,Stokenham
18UGHM,Thurlestone
18UGHN,Totnes Bridgetown
18UGHP,Totnes Town
18UGHQ,Wembury and Brixton
18UGHR,West Dart
18UGHS,Westville and Alvington
18UGHT,Yealmpton
18UHGL,Ambrook
18UHGM,Ashburton and Buckfastleigh
18UHGN,Bishopsteignton
18UHGP,Bovey
18UHGQ,Bradley
18UHGR,Buckland and Milber
18UHGS,Bushell
18UHGT,Chudleigh
18UHGU,College
18UHGW,Dawlish Central and North East
18UHGX,Dawlish South West
18UHGY,Haytor
18UHGZ,Ipplepen
18UHHA,Kenn Valley
18UHHB,Kenton with Starcross
18UHHC,Kerswell-with-Combe
18UHHD,Kingsteignton East
18UHHE,Kingsteignton West
18UHHF,Moorland
18UHHG,Shaldon and Stokeinteignhead
18UHHH,Teignbridge North
18UHHJ,Teignmouth Central
18UHHK,Teignmouth East
18UHHL,Teignmouth West
18UHHM,Teign Valley
18UKGE,Appledore
18UKGF,Bideford East
18UKGG,Bideford North
18UKGH,Bideford South
18UKGJ,Broadheath
18UKGK,Clinton
18UKGL,Clovelly Bay
18UKGM,Coham Bridge
18UKGN,Forest
18UKGP,Hartland and Bradworthy
18UKGQ,Holsworthy
18UKGR,Kenwith
18UKGS,Monkleigh and Littleham
18UKGT,Northam
18UKGU,Orchard Hill
18UKGW,Shebbear and Langtree
18UKGX,Tamarside
18UKGY,Three Moors
18UKGZ,Torrington
18UKHA,Two Rivers
18UKHB,Waldon
18UKHC,Westward Ho!
18UKHD,Winkleigh
18ULFY,Bere Ferrers
18ULFZ,Bridestowe
18ULGA,Buckland Monachorum
18ULGB,Burrator
18ULGC,Chagford
18ULGD,Drewsteignton
18ULGE,Exbourne
18ULGF,Hatherleigh
18ULGG,Lew Valley
18ULGH,Lydford
18ULGJ,Mary Tavy
18ULGK,Milton Ford
18ULGL,North Tawton
18ULGM,Okehampton East
18ULGN,Okehampton West
18ULGP,Tamarside
18ULGQ,Tavistock North
18ULGR,Tavistock South
18ULGS,Tavistock South West
18ULGT,South Tawton
18ULGU,Thrushel
18ULGW,Walkham
19UCFL,Burton and Winkton
19UCFM,Grange
19UCFN,Highcliffe
19UCFP,Jumpers
19UCFQ,Mudeford and Friars Cliff
19UCFR,North Highcliffe and Walkford
19UCFS,Portfield
19UCFT,Purewell and Stanpit
19UCFU,St Catherine's and Hurn
19UCFW,Town Centre
19UCFX,West Highcliffe
19UDGA,Alderholt
19UDGB,Ameysford
19UDGC,Colehill East
19UDGD,Colehill West
19UDGE,Corfe Mullen Central
19UDGF,Corfe Mullen North
19UDGG,Corfe Mullen South
19UDGH,Crane
19UDGJ,Ferndown Central
19UDGK,Ferndown Links
19UDGL,Handley Vale
19UDGM,Holt
19UDGN,Longham
19UDGP,Parley
19UDGQ,St Leonards and St Ives East
19UDGR,St Leonards and St Ives West
19UDGS,Stapehill
19UDGT,Stour
19UDGU,Three Cross and Potterne
19UDGW,Verwood Dewlands
19UDGX,Verwood Newtown
19UDGY,Verwood Stephen's Castle
19UDGZ,West Moors
19UDHA,Wimborne Minster
19UEGE,Abbey
19UEGF,Blackmore
19UEGG,Blandford Damory Down
19UEGH,Blandford Hilltop
19UEGJ,Blandford Langton St Leonards
19UEGK,Blandford Old Town
19UEGL,Blandford Station
19UEGM,Bourton and District
19UEGN,Bulbarrow
19UEGP,Cranborne Chase
19UEGQ,Gillingham Town
19UEGR,Hill Forts
19UEGS,Lodbourne
19UEGT,Lydden Vale
19UEGU,Marnhull
19UEGW,Milton
19UEGX,Motcombe and Ham
19UEGY,Portman
19UEGZ,Riversdale
19UEHA,Shaftesbury Central
19UEHB,Shaftesbury Christy's
19UEHC,Shaftesbury Grosvenor
19UEHD,Shaftesbury Underhill
19UEHE,Stour Valley
19UEHF,The Beacon
19UEHG,The Lower Tarrants
19UEHH,The Stours
19UEHJ,Wyke
19UGFN,Bere Regis
19UGFP,Castle
19UGFQ,Creech Barrow
19UGFR,Langton
19UGFS,Lytchett Matravers
19UGFT,Lytchett Minster and Upton East
19UGFU,Lytchett Minster and Upton West
19UGFW,St. Martin
19UGFX,Swanage North
19UGFY,Swanage South
19UGFZ,Wareham
19UGGA,West Purbeck
19UGGB,Winfrith
19UGGC,Wool
19UHGR,Beaminster
19UHGS,Bradford Abbas
19UHGT,Bradpole
19UHGU,Bridport North
19UHGW,Bridport South and Bothenhampton
19UHGX,Broadmayne
19UHGY,Broadwindsor
19UHGZ,Burton Bradstock
19UHHA,Cam Vale
19UHHB,Charminster and Cerne Valley
19UHHC,Charmouth
19UHHD,Chesil Bank
19UHHE,Chickerell
19UHHF,Chideock and Symondsbury
19UHHG,Dorchester East
19UHHH,Dorchester North
19UHHJ,Dorchester South
19UHHK,Dorchester West
19UHHL,Frome Valley
19UHHM,Halstock
19UHHN,Loders
19UHHP,Lyme Regis
19UHHQ,Maiden Newton
19UHHR,Marshwood Vale
19UHHS,Netherbury
19UHHT,Owermoigne
19UHHU,Piddle Valley
19UHHW,Puddletown
19UHHX,Queen Thorne
19UHHY,Sherborne East
19UHHZ,Sherborne West
19UHJA,Winterborne St Martin
19UHJB,Yetminster
19UJFQ,Littlemoor
19UJFR,Melcombe Regis
19UJFS,Preston
19UJFT,Radipole
19UJFU,Tophill East
19UJFW,Tophill West
19UJFX,Underhill
19UJFY,Upwey and Broadwey
19UJFZ,Westham East
19UJGA,Westham North
19UJGB,Westham West
19UJGC,Wey Valley
19UJGD,Weymouth East
19UJGE,Weymouth West
19UJGF,Wyke Regis
20UBFT,Bournmoor
20UBFU,Chester Central
20UBFW,Chester East
20UBFX,Chester North
20UBFY,Chester South
20UBFZ,Chester West
20UBGA,Edmondsley and Waldridge
20UBGB,Grange Villa and West Pelton
20UBGC,Kimblesworth and Plawsworth
20UBGD,Lumley
20UBGE,North Lodge
20UBGF,Ouston
20UBGG,Pelton
20UBGH,Pelton Fell
20UBGJ,Sacriston
20UBGK,Urpeth
20UDGA,Annfield Plain
20UDGB,Benfieldside
20UDGC,Blackhill
20UDGD,Burnhope
20UDGE,Burnopfield
20UDGF,Castleside
20UDGG,Catchgate
20UDGH,Consett East
20UDGJ,Consett North
20UDGK,Consett South
20UDGL,Cornsay
20UDGM,Craghead and South Stanley
20UDGN,Delves Lane
20UDGP,Dipton
20UDGQ,Ebchester and Medomsley
20UDGR,Esh
20UDGS,Havannah
20UDGT,Lanchester
20UDGU,Leadgate
20UDGW,South Moor
20UDGX,Stanley Hall
20UDGY,Tanfield
20UEGB,Bearpark and Witton Gilbert
20UEGC,Belmont
20UEGD,"Brancepeth, Langley Moor and Meadowfield"
20UEGE,Brandon
20UEGF,Carrville and Gilesgate Moor
20UEGG,Cassop-cum-Quarrington
20UEGH,Coxhoe
20UEGJ,Crossgate and Framwelgate
20UEGK,Deerness
20UEGL,Elvet
20UEGM,Framwellgate Moor
20UEGN,Neville's Cross
20UEGP,New Brancepeth and Ushaw Moor
20UEGQ,Newton Hall North
20UEGR,Newton Hall South
20UEGS,Pelaw and Gilesgate
20UEGT,Pittington and West Rainton
20UEGU,St Nicholas
20UEGW,Shadforth and Sherburn
20UEGX,Shincliffe
20UFGD,Acre Rigg
20UFGE,Blackhalls
20UFGF,Dawdon
20UFGG,Dene House
20UFGH,Deneside
20UFGJ,Easington Colliery
20UFGK,Easington Village and South Hetton
20UFGL,Eden Hill
20UFGM,Haswell and Shotton
20UFGN,Horden North
20UFGP,Horden South
20UFGQ,Howletch
20UFGR,Hutton Henry
20UFGS,Murton East
20UFGT,Murton West
20UFGU,Passfield
20UFGW,Seaham Harbour
20UFGX,Seaham North
20UFGY,Thornley and Wheatley Hill
20UFGZ,Wingate
20UGFZ,Bishop Middleham and Cornforth
20UGGA,Broom
20UGGB,Byerley
20UGGC,Chilton
20UGGD,Ferryhill
20UGGE,Fishburn and Old Trimdon
20UGGF,Greenfield Middridge
20UGGG,Low Spennymoor and Tudhoe Grange
20UGGH,Middlestone
20UGGJ,Neville and Simpasture
20UGGK,New Trimdon and Trimdon Grange
20UGGL,Sedgefield
20UGGM,Shafto St Marys
20UGGN,Spennymoor
20UGGP,Sunnydale
20UGGQ,Thickley
20UGGR,Tudhoe
20UGGS,West
20UGGT,Woodham
20UHFW,Barnard Castle East
20UHFX,Barnard Castle North
20UHFY,Barnard Castle West
20UHFZ,Barningham and Ovington
20UHGA,Cockfield
20UHGB,Cotherstone with Lartington
20UHGC,Eggleston
20UHGD,Etherley
20UHGE,"Evenwood, Ramshaw and Lands"
20UHGF,Gainford and Winston
20UHGG,Greta
20UHGH,Hamsterley and South Bedburn
20UHGJ,Ingleton
20UHGK,Lynesack
20UHGL,Middleton-in-Teesdale
20UHGM,Romaldkirk
20UHGN,Staindrop
20UHGP,Startforth
20UHGQ,Streatlam and Whorlton
20UJFY,Bishop Auckland Town
20UJFZ,Cockton Hill
20UJGA,Coundon
20UJGB,Crook North
20UJGC,Crook South
20UJGD,Dene Valley
20UJGE,Escomb
20UJGF,Henknowle
20UJGG,Howden
20UJGH,Hunwick
20UJGJ,St John's Chapel
20UJGK,Stanhope
20UJGL,Tow Law and Stanley
20UJGM,West Auckland
20UJGN,Wheatbottom and Helmington Row
20UJGP,Willington Central
20UJGQ,Willington West End
20UJGR,Wolsingham and Witton-le-Wear
20UJGS,Woodhouse Close
21UCFL,Devonshire
21UCFM,Hampden Park
21UCFN,Langney
21UCFP,Meads
21UCFQ,Old Town
21UCFR,Ratton
21UCFS,St Anthony's
21UCFT,Sovereign
21UCFU,Upperton
21UDFS,Ashdown
21UDFT,Baird
21UDFU,Braybrooke
21UDFW,Castle
21UDFX,Central St Leonards
21UDFY,Conquest
21UDFZ,Gensing
21UDGA,Hollington
21UDGB,Maze Hill
21UDGC,Old Hastings
21UDGD,Ore
21UDGE,St Helens
21UDGF,Silverhill
21UDGG,Tressell
21UDGH,West St Leonards
21UDGJ,Wishing Tree
21UFGG,Barcombe and Hamsey
21UFGH,Chailey and Wivelsfield
21UFGJ,Ditchling and Westmeston
21UFGK,East Saltdean and Telscombe Cliffs
21UFGL,Kingston
21UFGM,Lewes Bridge
21UFGN,Lewes Castle
21UFGP,Lewes Priory
21UFGQ,Newhaven Denton and Meeching
21UFGR,Newhaven Valley
21UFGS,Newick
21UFGT,Ouse Valley and Ringmer
21UFGU,Peacehaven East
21UFGW,Peacehaven North
21UFGX,Peacehaven West
21UFGY,"Plumpton, Streat, East Chiltington and St John (Without)"
21UFGZ,Seaford Central
21UFHA,Seaford East
21UFHB,Seaford North
21UFHC,Seaford South
21UFHD,Seaford West
