WDSTL05CD,WDSTL05NM
00PPPL,Llanover
00PPPM,Llantilio Crossenny
00PPPN,Llanwenarth Ultra
00PPPP,Mardy
00PPPQ,Mill
00PPPR,Mitchel Troy
00PPPS,Overmonnow
00PPPT,Portskewett
00PPPU,Priory
00PPPW,Raglan
00PPPX,Rogiet
00PPPY,St. Arvans
00PPPZ,St. Christopher's
00PPQA,St. Kingsmark
00PPQB,St. Mary's
00PPQC,Severn
00PPQD,Shirenewton
00PPQE,The Elms
00PPQF,Thornwell
00PPQG,Trellech United
00PPQH,Usk
00PPQJ,West End
00PPQK,Wyesham
00PRMX,Allt-yr-yn
00PRMY,Alway
00PRMZ,Beechwood
00PRNA,Bettws
00PRNB,Caerleon
00PRNC,Gaer
00PRND,Graig
00PRNE,Langstone
00PRNF,Liswerry
00PRNG,Llanwern
00PRNH,Malpas
00PRNJ,Marshfield
00PRNK,Pillgwenlly
00PRNL,Ringland
00PRNM,Rogerstone
00PRNN,St. Julians
00PRNP,Shaftesbury
00PRNQ,Stow Hill
00PRNR,Tredegar Park
00PRNS,Victoria
00PTNF,Adamsdown
00PTNG,Butetown
00PTNH,Caerau
00PTNJ,Canton
00PTNK,Cathays
00PTNL,Creigiau/St. Fagans
00PTNM,Cyncoed
00PTNN,Ely
00PTNP,Fairwater
00PTNQ,Gabalfa
00PTNR,Grangetown
00PTNS,Heath
00PTNT,Lisvane
00PTNU,Llandaff
00PTNW,Llandaff North
00PTNX,Llanishen
00PTNY,Llanrumney
00PTNZ,Pentwyn
00PTPA,Pentyrch
00PTPB,Penylan
00PTPC,Plasnewydd
00PTPD,Pontprennau/Old St. Mellons
00PTPE,Radyr
00PTPF,Rhiwbina
00PTPG,Riverside
00PTPH,Rumney
00PTPJ,Splott
00PTPK,Trowbridge
00PTPL,Whitchurch and Tongwynlais
09UCGH,Ampthill
09UCGJ,Arlesey
09UCGK,Aspley Guise
09UCGL,Biggleswade Holme
09UCGM,Biggleswade Ivel
09UCGN,Biggleswade Stratton
09UCGP,Clifton and Meppershall
09UCGQ,Cranfield
09UCGR,"Flitton, Greenfield and Pulloxhill"
09UCGS,Flitwick East
09UCGT,Flitwick West
09UCGU,Harlington
09UCGW,"Houghton, Haynes, Southill and Old Warden"
09UCGX,Langford and Henlow Village
09UCGY,Marston
09UCGZ,Maulden and Clophill
09UCHA,Northill and Blunham
09UCHB,Potton and Wensley
09UCHC,Sandy Ivel
09UCHD,Sandy Pinnacle
09UCHE,"Shefford, Campton and Gravenhurst"
09UCHF,"Shillington, Stondon and Henlow Camp"
09UCHG,Silsoe
09UCHH,Stotfold
09UCHJ,Westoning and Tingrith
09UCHK,Woburn
09UDGE,Brickhill
09UDGF,Bromham
09UDGG,Carlton
09UDGH,Castle
09UDGJ,Cauldwell
09UDGK,Clapham
09UDGL,De Parys
09UDGM,Eastcotts
09UDGN,Goldington
09UDGP,Great Barford
09UDGQ,Harpur
09UDGR,Harrold
09UDGS,Kempston East
09UDGT,Kempston North
09UDGU,Kempston South
09UDGW,Kingsbrook
09UDGX,Newnham
09UDGY,Oakley
09UDGZ,Putnoe
09UDHA,Queen's Park
09UDHB,Riseley
09UDHC,Roxton
09UDHD,Sharnbrook
09UDHE,Turvey
09UDHF,Wilshamstead
09UDHG,Wootton
09UEGC,All Saints
09UEGD,Barton-le-Clay
09UEGE,"Caddington, Hyde and Slip End"
09UEGF,Chiltern
09UEGG,Dunstable Central
09UEGH,Eaton Bray
09UEGJ,Grovebury
09UEGK,Heath and Reach
09UEGL,Houghton Hall
09UEGM,Icknield
09UEGN,Kensworth and Totternhoe
09UEGP,Linslade
09UEGQ,Manshead
09UEGR,Northfields
09UEGS,Parkside
09UEGT,Planets
09UEGU,Plantation
09UEGW,Southcott
09UEGX,Stanbridge
09UEGY,Streatley
09UEGZ,Tithe Farm
09UEHA,Toddington
09UEHB,Watling
11UBGR,Aston Clinton
11UBGS,Aylesbury Central
11UBGT,Bedgrove
11UBGU,Bierton
11UBGW,Brill
11UBGX,Buckingham North
11UBGY,Buckingham South
11UBGZ,Cheddington
11UBHA,Coldharbour
11UBHB,Edlesborough
11UBHC,Elmhurst and Watermead
11UBHD,Gatehouse
11UBHE,Great Brickhill
11UBHF,Great Horwood
11UBHG,Grendon Underwood
11UBHH,Haddenham
11UBHJ,Long Crendon
11UBHK,Luffield Abbey
11UBHL,Mandeville and Elm Farm
11UBHM,Marsh Gibbon
11UBHN,Newton Longville
11UBHP,Oakfield
11UBHQ,Pitstone
11UBHR,Quainton
11UBHS,Quarrendon
11UBHT,Southcourt
11UBHU,Steeple Claydon
11UBHW,Stewkley
11UBHX,Tingewick
11UBHY,Waddesdon
11UBHZ,Walton Court and Hawkslade
11UBJA,Weedon
11UBJB,Wendover
11UBJC,Wing
11UBJD,Wingrave
11UBJE,Winslow
11UCGH,Amersham Common
11UCGJ,Amersham-on-the-Hill
11UCGK,Amersham Town
11UCGL,Asheridge Vale and Lowndes
11UCGM,"Ashley Green, Latimer and Chenies"
11UCGN,Austenwood
11UCGP,"Ballinger, South Heath and Chartridge"
11UCGQ,Central
11UCGR,Chalfont Common
11UCGS,Chalfont St Giles
11UCGT,Chesham Bois and Weedon Hill
11UCGU,"Cholesbury, The Lee and Bellingdon"
11UCGW,Gold Hill
11UCGX,Great Missenden
11UCGY,Hilltop and Townsend
11UCGZ,Holmer Green
11UCHA,Little Chalfont
11UCHB,Little Missenden
11UCHC,Newtown
11UCHD,Penn and Coleshill
11UCHE,Prestwood and Heath End
11UCHF,Ridgeway
11UCHG,St Mary's and Waterside
11UCHH,Seer Green
11UCHJ,Vale
11UEFX,Beaconsfield North
11UEFY,Beaconsfield South
11UEFZ,Beaconsfield West
11UEGA,Burnham Beeches
11UEGB,Burnham Church
11UEGC,Burnham Lent Rise
11UEGD,Denham North
11UEGE,Denham South
11UEGF,Dorney and Burnham South
11UEGG,Farnham Royal
11UEGH,Gerrards Cross East and Denham South West
11UEGJ,Gerrards Cross North
11UEGK,Gerrards Cross South
11UEGL,Hedgerley and Fulmer
11UEGM,Iver Heath
11UEGN,Iver Village and Richings Park
11UEGP,Stoke Poges
11UEGQ,Taplow
11UEGR,Wexham and Iver West
11UFGK,Abbey
11UFGL,Bledlow and Bradenham
11UFGM,Booker and Cressex
11UFGN,Bourne End-cum-Hedsor
11UFGP,Bowerdean
11UFGQ,Chiltern Rise
11UFGR,Disraeli
11UFGS,Downley and Plomer Hill
11UFGT,Flackwell Heath and Little Marlow
11UFGU,Greater Hughenden
11UFGW,Greater Marlow
11UFGX,Hambleden Valley
11UFGY,Hazlemere North
11UFGZ,Hazlemere South
11UFHA,Icknield
11UFHB,"Lacey Green, Speen and the Hampdens"
11UFHC,Marlow North and West
11UFHD,Marlow South East
11UFHE,Micklefield
11UFHF,Oakridge and Castlefield
11UFHG,Ryemead
11UFHH,Sands
11UFHJ,Stokenchurch and Radnage
11UFHK,Terriers and Amersham Hill
11UFHL,Totteridge
11UFHM,The Risboroughs
11UFHN,The Wooburns
11UFHP,Tylers Green and Loudwater
12UBFQ,Abbey
12UBFR,Arbury
12UBFS,Castle
12UBFT,Cherry Hinton
12UBFU,Coleridge
12UBFW,East Chesterton
12UBFX,King's Hedges
12UBFY,Market
12UBFZ,Newnham
12UBGA,Petersfield
12UBGB,Queen Edith's
12UBGC,Romsey
12UBGD,Trumpington
12UBGE,West Chesterton
12UCFU,Bottisham
12UCFW,Burwell
12UCFX,Cheveley
12UCFY,Downham Villages
12UCFZ,Dullingham Villages
12UCGA,Ely East
12UCGB,Ely North
12UCGC,Ely South
12UCGD,Ely West
12UCGE,Fordham Villages
12UCGF,Haddenham
12UCGG,Isleham
12UCGH,Littleport East
12UCGJ,Littleport West
12UCGK,Soham North
12UCGL,Soham South
12UCGM,Stretham
12UCGN,Sutton
12UCGP,The Swaffhams
12UDGC,Bassenhally
12UDGD,"Benwick, Coates and Eastrea"
12UDGE,Birch
12UDGF,Clarkson
12UDGG,Delph
12UDGH,Doddington
12UDGJ,Elm and Christchurch
12UDGK,Hill
12UDGL,Kingsmoor
12UDGM,Kirkgate
12UDGN,Lattersey
12UDGP,Manea
12UDGQ,March East
12UDGR,March North
12UDGS,March West
12UDGT,Medworth
12UDGU,Parson Drove and Wisbech St Mary
12UDGW,Peckover
12UDGX,Roman Bank
12UDGY,St Andrews
12UDGZ,St Marys
12UDHA,Slade Lode
12UDHB,Staithe
12UDHC,The Mills
12UDHD,Waterlees
12UDHE,Wenneye
12UDHF,Wimblington
12UEGM,Alconbury and The Stukeleys
12UEGN,Brampton
12UEGP,Buckden
12UEGQ,Earith
12UEGR,Ellington
12UEGS,Elton and Folksworth
12UEGT,Fenstanton
12UEGU,Godmanchester
12UEGW,Gransden and The Offords
12UEGX,Huntingdon East
12UEGY,Huntingdon North
12UEGZ,Huntingdon West
12UEHA,Kimbolton and Staughton
12UEHB,Little Paxton
12UEHC,Ramsey
12UEHD,St Ives East
12UEHE,St Ives South
12UEHF,St Ives West
12UEHG,St Neots Eaton Ford
12UEHH,St Neots Eaton Socon
12UEHJ,St Neots Eynesbury
12UEHK,St Neots Priory Park
12UEHL,Sawtry
12UEHM,Somersham
12UEHN,Stilton
12UEHP,The Hemingfords
12UEHQ,Upwood and The Raveleys
12UEHR,Warboys and Bury
12UEHS,Yaxley and Farcet
12UGGW,Balsham
12UGGX,Bar Hill
12UGGY,Barton
12UGGZ,Bassingbourn
12UGHA,Bourn
12UGHB,Caldecote
12UGHC,Comberton
12UGHD,Cottenham
12UGHE,Duxford
12UGHF,Fowlmere and Foxton
12UGHG,Fulbourn
12UGHH,Gamlingay
12UGHJ,Girton
12UGHK,Hardwick
12UGHL,Harston and Hauxton
12UGHM,Haslingfield and The Eversdens
12UGHN,Histon and Impington
12UGHP,Linton
12UGHQ,Longstanton
12UGHR,Melbourn
12UGHS,Meldreth
12UGHT,Milton
12UGHU,Orwell and Barrington
12UGHW,Papworth and Elsworth
12UGHX,Sawston
12UGHY,Swavesey
12UGHZ,Teversham
12UGJA,The Abingtons
12UGJB,The Mordens
12UGJC,The Shelfords and Stapleford
12UGJD,The Wilbrahams
12UGJE,Waterbeach
12UGJF,Whittlesford
12UGJG,Willingham and Over
13UBGE,Barrow
13UBGF,Blacon Hall
13UBGG,Blacon Lodge
13UBGH,Boughton
13UBGJ,Boughton Heath
13UBGK,Christleton
13UBGL,City & St Anne's
13UBGM,College
13UBGN,Curzon & Westminster
13UBGP,Dodleston
13UBGQ,Elton
13UBGR,Farndon
13UBGS,Handbridge & St Mary's
13UBGT,Hoole All Saints
13UBGU,Hoole Groves
13UBGW,Huntington
13UBGX,Kelsall
13UBGY,Lache Park
13UBGZ,Malpas
13UBHA,Mickle Trafford
13UBHB,Mollington
13UBHC,Newton Brook
13UBHD,Newton St Michaels
13UBHE,Saughall
13UBHF,Tarvin
13UBHG,Tattenhall
13UBHH,Tilston
13UBHJ,Upton Grange
13UBHK,Upton Westlea
13UBHL,Vicars Cross
13UBHM,Waverton
13UCFU,Alsager Central
13UCFW,Alsager East
13UCFX,Alsager West
13UCFY,Astbury
13UCFZ,Brereton
13UCGA,Buglawton
13UCGB,Congleton Central
13UCGC,Congleton North
13UCGD,Congleton North West
13UCGE,Congleton South
13UCGF,Congleton West
13UCGG,Dane Valley
13UCGH,Holmes Chapel
13UCGJ,Lawton
13UCGK,Middlewich Cledford
13UCGL,Middlewich Kinderton
13UCGM,Odd Rode
13UCGN,Sandbach East
13UCGP,Sandbach North
13UCGQ,Sandbach West
13UDGD,Acton
13UDGE,Alexandra
13UDGF,Audlem
13UDGG,Barony Weaver
13UDGH,Birchin
13UDGJ,Bunbury
13UDGK,Coppenhall
13UDGL,Delamere
13UDGM,Englesea
13UDGN,Grosvenor
13UDGP,Haslington
13UDGQ,Leighton
13UDGR,Maw Green
13UDGS,Minshull
13UDGT,Peckforton
13UDGU,St Barnabas
13UDGW,St John's
13UDGX,St Mary's
13UDGY,Shavington
13UDGZ,Valley
13UDHA,Waldron
13UDHB,Wellington
13UDHC,Wells Green
13UDHD,Willaston
13UDHE,Wistaston Green
13UDHF,Wrenbury
13UDHG,Wybunbury
13UEFU,Burton & Ness
13UEFW,Central
13UEFX,Grange
13UEFY,Groves
13UEFZ,Ledsham
13UEGA,Little Neston
13UEGB,Neston
13UEGC,Parkgate
13UEGD,Pooltown
13UEGE,Rivacre
13UEGF,Riverside
13UEGG,Rossmore
13UEGH,Stanlow & Wolverham
13UEGJ,Strawberry Fields
13UEGK,Sutton
13UEGL,Sutton Green & Manor
13UEGM,Westminster
13UEGN,Whitby
13UEGP,Willaston & Thornton
13UGGN,Alderley Edge
13UGGP,Bollington Central
13UGGQ,Bollington East
13UGGR,Bollington West
13UGGS,Chelford
13UGGT,Dean Row
13UGGU,Disley & Lyme Handley
13UGGW,Fulshaw
13UGGX,Gawsworth
13UGGY,Handforth
13UGGZ,Henbury
13UGHA,High Legh
13UGHB,Hough
13UGHC,Knutsford Bexton
13UGHD,Knutsford Nether
13UGHE,Knutsford Norbury Booths
13UGHF,Knutsford Over
13UGHG,Lacey Green
13UGHH,Macclesfield Bollinbrook
13UGHJ,Macclesfield Broken Cross
13UGHK,Macclesfield Central
13UGHL,Macclesfield East
13UGHM,Macclesfield Hurdsfield
13UGHN,Macclesfield Ivy
13UGHP,Macclesfield Ryles
13UGHQ,Macclesfield South
13UGHR,Macclesfield Tytherington
13UGHS,Macclesfield West
13UGHT,Mere
13UGHU,Mobberley
13UGHW,Morley & Styal
13UGHX,Plumley
13UGHY,Poynton Central
13UGHZ,Poynton East
13UGJA,Poynton West
13UGJB,Prestbury
13UGJC,Rainow
13UGJD,Sutton
13UHGP,Barnton
13UHGQ,Cogshall
13UHGR,Cuddington & Oakmere
13UHGS,Davenham & Moulton
13UHGT,Forest
13UHGU,Frodsham North
13UHGW,Frodsham South
13UHGX,Hartford & Whitegate
13UHGY,Helsby
13UHGZ,Kingsley
13UHHA,Leftwich & Kingsmead
13UHHB,Lostock & Wincham
13UHHC,Mara
13UHHD,Milton Weaver
13UHHE,Northwich Castle
13UHHF,Northwich Winnington
13UHHG,Northwich Witton
13UHHH,Rudheath & South Witton
13UHHJ,Seven Oaks & Marston
13UHHK,Shakerley
13UHHL,Tarporley & Oulton
13UHHM,Weaverham
13UHHN,Winsford Dene
13UHHP,Winsford Gravel
13UHHQ,Winsford Over
13UHHR,Winsford Swanlow
13UHHS,Winsford Verdin
13UHHT,Winsford Wharton
15UBGH,Callington
15UBGJ,Calstock
15UBGK,Deviock and Sheviock
15UBGL,Dobwalls and District
15UBGM,"Duloe, Lansallos and Pelynt"
15UBGN,Landrake and St Dominick
15UBGP,Lanteglos and St Veep
15UBGQ,Liskeard North
15UBGR,Liskeard South
15UBGS,Looe and St Martin
15UBGT,Lynher
15UBGU,Menheniot and St Ive
15UBGW,Millbrook
15UBGX,Rame Peninsula
15UBGY,St Cleer and St Neot
15UBGZ,St Germans
15UBHA,Saltash Burraton
15UBHB,Saltash Essa
15UBHC,Saltash Pill
15UBHD,Saltash St Stephens
15UBHE,Torpoint East
15UBHF,Torpoint West
15UCFX,Arwenack
15UCFY,Boscawen
15UCFZ,Boslowick
15UCGA,Carland
15UCGB,Feock and Kea
15UCGC,Kenwyn and Chacewater
15UCGD,Moresk
15UCGE,Mount Hawke
15UCGF,Mylor
15UCGG,Newlyn and Goonhavern
15UCGH,Penryn
15UCGJ,Penwerris
15UCGK,Perranporth
15UCGL,Probus
15UCGM,Roseland
15UCGN,St Agnes
15UCGP,Tregolls
15UCGQ,Trehaverne and Gloweth
15UCGR,Trescobeas
15UDFZ,Breage and Crowan
15UDGA,Camborne North
15UDGB,Camborne South
15UDGC,Camborne West
15UDGD,"Constantine, Gweek and Mawnan"
15UDGE,Grade-Ruan and Landewednack
15UDGF,Helston North
15UDGG,Helston South
15UDGH,Illogan North
15UDGJ,Illogan South
15UDGK,Mabe and Budock
15UDGL,Meneage
15UDGM,Mullion
15UDGN,Porthleven and Sithney
15UDGP,Redruth North
15UDGQ,Redruth South
15UDGR,"St Day, Lanner and Carharrack"
15UDGS,St Keverne
15UDGT,Stithians
15UDGU,Wendron
15UEGE,Allan
15UEGF,Altarnun
15UEGG,Blisland and St Breward
15UEGH,Bodmin St Mary's
15UEGJ,Bodmin St Petroc
15UEGK,Bude
15UEGL,Camelford
15UEGM,Camelot
15UEGN,Grenville
15UEGP,Lanivet
15UEGQ,Launceston
15UEGR,Marhamchurch
15UEGS,North Petherwin
15UEGT,Padstow and District
15UEGU,Poughill and Stratton
15UEGW,St Endellion and St Kew
15UEGX,St Minver
15UEGY,South Petherwin
15UEGZ,Stokeclimsland
15UEHA,Tremaine
15UEHB,Valency
15UEHC,Wadebridge
15UEHD,Week St Mary and Whitstone
15UFFS,Goldsithney
15UFFT,Gulval and Heamoor
15UFFU,"Gwinear, Gwithian and Hayle East"
15UFFW,Hayle North
15UFFX,Hayle South
15UFFY,Lelant and Carbis Bay
15UFFZ,Ludgvan and Towednack
15UFGA,Madron and Zennor
15UFGB,Marazion and Perranuthnoe
15UFGC,"Morvah, Pendeen and St Just"
15UFGD,Penzance Central
15UFGE,Penzance East
15UFGF,Penzance Promenade
15UFGG,Penzance South
15UFGH,St Buryan
15UFGJ,St Erth and St Hilary
15UFGK,St Ives North
15UFGL,St Ives South
15UGFU,Bethel
15UGFW,Crinnis
15UGFX,Edgcumbe North
15UGFY,Edgcumbe South
15UGFZ,Fowey and Tywardreath
15UGGA,Gannel
15UGGB,Gover
15UGGC,Lostwithiel
15UGGD,Mevagissey
15UGGE,Mount Charles
15UGGF,Poltair
15UGGG,Rialton
15UGGH,Rock
15UGGJ,St Blaise
15UGGK,St Columb
15UGGL,St Enoder
15UGGM,St Ewe
15UGGN,St Stephen
15UGGP,Treverbyn
15UHFA,Bryher
15UHFB,St. Agnes
15UHFC,St. Martin's
15UHFD,St. Mary's
15UHFE,Tresco
16UBGM,All Saints
16UBGN,Aspatria
16UBGP,Boltons
16UBGQ,Broughton St Bridget's
16UBGR,Christchurch
16UBGS,Clifton
16UBGT,Crummock
16UBGU,Dalton
16UBGW,Derwent Valley
16UBGX,Ellen
16UBGY,Ellenborough
16UBGZ,Ewanrigg
16UBHA,Flimby
16UBHB,Harrington
16UBHC,Holme
16UBHD,Keswick
16UBHE,Marsh
16UBHF,Moorclose
16UBHG,Moss Bay
16UBHH,Netherhall
16UBHJ,St John's
16UBHK,St Michael's
16UBHL,Seaton
16UBHM,Silloth
16UBHN,Solway
16UBHP,Stainburn
16UBHQ,Wampool
16UBHR,Warnell
16UBHS,Waver
16UBHT,Wharrels
16UBHU,Wigton
16UCFP,Barrow Island
16UCFQ,Central
16UCFR,Dalton North
16UCFS,Dalton South
16UCFT,Hawcoat
16UCFU,Hindpool
16UCFW,Newbarns
16UCFX,Ormsgill
16UCFY,Parkside
16UCFZ,Risedale
16UCGA,Roosecote
16UCGB,Walney North
16UCGC,Walney South
16UDGA,Belah
16UDGB,Belle Vue
16UDGC,Botcherby
16UDGD,Brampton
16UDGE,Burgh
16UDGF,Castle
16UDGG,Currock
16UDGH,Dalston
16UDGJ,Denton Holme
16UDGK,Great Corby and Geltsdale
16UDGL,Harraby
16UDGM,Hayton
16UDGN,Irthing
16UDGP,Longtown & Rockcliffe
16UDGQ,Lyne
16UDGR,Morton
16UDGS,St Aidans
16UDGT,Stanwix Rural
16UDGU,Stanwix Urban
16UDGW,Upperby
16UDGX,Wetheral
16UDGY,Yewdale
16UEGD,Arlecdon
16UEGE,Beckermet
16UEGF,Bootle
16UEGG,Bransty
16UEGH,Cleator Moor North
16UEGJ,Cleator Moor South
16UEGK,Distington
16UEGL,Egremont North
16UEGM,Egremont South
16UEGN,Ennerdale
16UEGP,Frizington
16UEGQ,Gosforth
16UEGR,Harbour
16UEGS,Haverigg
16UEGT,Hensingham
16UEGU,Hillcrest
16UEGW,Holborn Hill
16UEGX,Kells
16UEGY,Millom Without
16UEGZ,Mirehouse
16UEHA,Moresby
16UEHB,Newtown
16UEHC,St Bees
16UEHD,Sandwith
16UEHE,Seascale
16UFGF,Alston Moor
16UFGG,Appleby (Appleby)
16UFGH,Appleby (Bongate)
16UFGJ,Askham
16UFGK,Brough
16UFGL,Crosby Ravensworth
16UFGM,Dacre
16UFGN,Eamont
16UFGP,Greystoke
16UFGQ,Hartside
16UFGR,Hesket
16UFGS,Kirkby Stephen
16UFGT,Kirkby Thore
16UFGU,Kirkoswald
16UFGW,Langwathby
16UFGX,Lazonby
16UFGY,Long Marton
16UFGZ,Morland
16UFHA,Orton with Tebay
16UFHB,Penrith Carleton
16UFHC,Penrith East
16UFHD,Penrith North
16UFHE,Penrith Pategill
16UFHF,Penrith South
16UFHG,Penrith West
16UFHH,Ravenstonedale
16UFHJ,Shap
16UFHK,Skelton
16UFHL,Ullswater
16UFHM,Warcop
16UGHB,Arnside & Beetham
16UGHC,Broughton
16UGHD,Burneside
16UGHE,Burton & Holme
16UGHF,Cartmel
16UGHG,Coniston
16UGHH,Crake Valley
16UGHJ,Crooklands
16UGHK,Grange
16UGHL,Hawkshead
16UGHM,Holker
16UGHN,Kendal Castle
16UGHP,Kendal Far Cross
16UGHQ,Kendal Fell
16UGHR,Kendal Glebelands
16UGHS,Kendal Heron Hill
16UGHT,Kendal Highgate
16UGHU,Kendal Kirkland
16UGHW,Kendal Mintsfeet
16UGHX,Kendal Nether
16UGHY,Kendal Oxenholme
16UGHZ,Kendal Parks
16UGJA,Kendal Stonecross
16UGJB,Kendal Strickland
16UGJC,Kendal Underley
16UGJD,Kirkby Lonsdale
16UGJE,Lakes Ambleside
16UGJF,Lakes Grasmere
16UGJG,Levens
16UGJH,Low Furness & Swarthmoor
16UGJJ,Lyth Valley
16UGJK,Milnthorpe
16UGJL,Natland
16UGJM,Sedbergh
16UGJN,Staveley-in-Cartmel
16UGJP,Staveley-in-Westmorland
16UGJQ,Ulverston Central
16UGJR,Ulverston East
16UGJS,Ulverston North
16UGJT,Ulverston South
16UGJU,Ulverston Town
16UGJW,Ulverston West
16UGJX,Whinfell
16UGJY,Windermere Applethwaite
16UGJZ,Windermere Bowness North
16UGKA,Windermere Bowness South
16UGKB,Windermere Town
17UBGC,Alfreton
17UBGD,Alport
17UBGE,Belper Central
17UBGF,Belper East
17UBGG,Belper North
17UBGH,Belper South
17UBGJ,Codnor and Waingroves
17UBGK,Crich
17UBGL,Duffield
17UBGM,Heage and Ambergate
17UBGN,Heanor and Loscoe
17UBGP,Heanor East
17UBGQ,Heanor West
17UBGR,Ironville and Riddings
17UBGS,"Kilburn, Denby and Holbrook"
17UBGT,Langley Mill and Aldercar
17UBGU,Ripley
17UBGW,Ripley and Marehay
17UBGX,"Shipley Park, Horsley and Horsley Woodhouse"
17UBGY,Somercotes
17UBGZ,South West Parishes
17UBHA,Swanwick
17UBHB,Wingfield
17UCGB,Barlborough
17UCGC,Blackwell
17UCGD,Bolsover North West
17UCGE,Bolsover South
17UCGF,Bolsover West
17UCGG,Clowne North
17UCGH,Clowne South
17UCGJ,Elmton-with-Creswell
17UCGK,Pinxton
17UCGL,Pleasley
17UCGM,Scarcliffe
17UCGN,Shirebrook East
17UCGP,Shirebrook Langwith
17UCGQ,Shirebrook North West
17UCGR,Shirebrook South East
17UCGS,Shirebrook South West
17UCGT,South Normanton East
17UCGU,South Normanton West
17UCGW,Tibshelf
17UCGX,Whitwell
17UDFX,Barrow Hill and New Whittington
17UDFY,Brimington North
17UDFZ,Brimington South
17UDGA,Brockwell
17UDGB,Dunston
17UDGC,Hasland
17UDGD,Hollingwood and Inkersall
17UDGE,Holmebrook
17UDGF,Linacre
17UDGG,Loundsley Green
17UDGH,Lowgates and Woodthorpe
17UDGJ,Middlecroft and Poolsbrook
17UDGK,Moor
17UDGL,Old Whittington
17UDGM,Rother
17UDGN,St Helen's
17UDGP,St Leonard's
17UDGQ,Walton
17UDGR,West
17UFGC,Ashbourne North
17UFGD,Ashbourne South
17UFGE,Bakewell
17UFGF,Bradwell
17UFGG,Brailsford
17UFGH,Calver
17UFGJ,Carsington Water
17UFGK,Chatsworth
17UFGL,Clifton and Bradley
17UFGM,Darley Dale
17UFGN,Dovedale and Parwich
17UFGP,Doveridge and Sudbury
17UFGQ,Hartington and Taddington
17UFGR,Hathersage and Eyam
17UFGS,Hulland
17UFGT,Lathkill and Bradford
17UFGU,Litton and Longstone
17UFGW,Masson
17UFGX,Matlock All Saints
17UFGY,Matlock St Giles
17UFGZ,Norbury
17UFHA,Stanton
17UFHB,Tideswell
17UFHC,Winster and South Darley
17UFHD,Wirksworth
17UGGC,Abbotsford
17UGGD,Breaston
17UGGE,Cotmanhay
17UGGF,Derby Road East
17UGGG,Derby Road West
17UGGH,Draycott
17UGGJ,Hallam Fields
17UGGK,Ilkeston Central
17UGGL,Ilkeston North
17UGGM,Kirk Hallam
17UGGN,Little Eaton and Breadsall
17UGGP,Little Hallam
17UGGQ,Long Eaton Central
17UGGR,Nottingham Road
17UGGS,Ockbrook And Borrowash
17UGGT,Old Park
17UGGU,Sandiacre North
17UGGW,Sandiacre South
17UGGX,Sawley
17UGGY,Stanley
17UGGZ,West Hallam and Dale Abbey
17UGHA,Wilsthorpe
17UHGC,Barms
17UHGD,Blackbrook
17UHGE,Burbage
17UHGF,Buxton Central
17UHGG,Chapel East
17UHGH,Chapel West
17UHGJ,Corbar
17UHGK,Cote Heath
17UHGL,Dinting
17UHGM,Gamesley
17UHGN,Hadfield North
17UHGP,Hadfield South
17UHGQ,Hayfield
17UHGR,Hope Valley
17UHGS,Howard Town
17UHGT,Limestone Peak
17UHGU,New Mills East
17UHGW,New Mills West
17UHGX,Old Glossop
17UHGY,Padfield
17UHGZ,St John's
17UHHA,Sett
17UHHB,Simmondley
17UHHC,Stone Bench
17UHHD,Temple
17UHHE,Tintwistle
17UHHF,Whaley Bridge
17UHHG,Whitfield
17UJGD,Ashover
17UJGE,Barlow and Holmesfield
17UJGF,Brampton and Walton
17UJGG,Clay Cross North
17UJGH,Clay Cross South
17UJGJ,Coal Aston
17UJGK,Dronfield North
17UJGL,Dronfield South
17UJGM,Dronfield Woodhouse
17UJGN,Eckington North
17UJGP,Eckington South
17UJGQ,Gosforth Valley
17UJGR,Grassmoor
17UJGS,Holmewood and Heath
17UJGT,Killamarsh East
17UJGU,Killamarsh West
17UJGW,North Wingfield Central
17UJGX,Pilsley and Morton
17UJGY,Renishaw
17UJGZ,Ridgeway and Marsh Lane
17UJHA,Shirland
17UJHB,Sutton
17UJHC,Tupton
17UJHD,Unstone
17UJHE,Wingerworth
17UKFW,Aston
17UKFX,Church Gresley
17UKFY,Etwall
17UKFZ,Hartshorne and Ticknall
17UKGA,Hatton
17UKGB,Hilton
17UKGC,Linton
17UKGD,Melbourne
17UKGE,Midway
17UKGF,Newhall and Stanton
17UKGG,North West
17UKGH,Repton
17UKGJ,Seales
17UKGK,Stenson
17UKGL,Swadlincote
17UKGM,Willington and Findern
17UKGN,Woodville
18UBGN,Axminster Rural
18UBGP,Axminster Town
18UBGQ,Beer and Branscombe
18UBGR,Broadclyst
18UBGS,Budleigh
18UBGT,Clyst Valley
18UBGU,Coly Valley
18UBGW,Dunkeswell
18UBGX,Exe Valley
18UBGY,Exmouth Brixington
18UBGZ,Exmouth Halsdon
18UBHA,Exmouth Littleham
18UBHB,Exmouth Town
18UBHC,Exmouth Withycombe Raleigh
18UBHD,Feniton and Buckerell
18UBHE,Honiton St Michael's
18UBHF,Honiton St Paul's
18UBHG,Newbridges
18UBHH,Newton Poppleford and Harpford
18UBHJ,Otterhead
18UBHK,Ottery St Mary Rural
18UBHL,Ottery St Mary Town
18UBHM,Raleigh
18UBHN,Seaton
18UBHP,Sidmouth Rural
18UBHQ,Sidmouth Sidford
